blockLot,fullAddress,City,State,neighborhood,councilDistrict,policeDistrict,Latitude,Longitude
3411 001,2500 Druid Hill Ave,Baltimore,MD,Penn North,7,Western,39.3132630303,-76.6414206351
7138 001,4105 Townsend Ave,Baltimore,MD,Brooklyn,10,Southern,39.2285396093,-76.6021675176
3952 025,1800 E 28th St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.324079447,-76.5905448401
1463 048,1712 N Montford Ave,Baltimore,MD,Broadway East,13,Eastern,39.3103228337,-76.584675586
2382 031,2757 Mosher St,Baltimore,MD,Mosher,9,Western,39.2990134032,-76.6632595531
2426 031,3029 W North Ave,Baltimore,MD,Northwest Community Action,7,Southwestern,39.3087168862,-76.6683770276
3173 004,3624 Reisterstown Road,Baltimore,MD,Park Circle,6,Northwestern,39.3296819142,-76.6612274344
6269B004,3607 Pulaski Hwy,Baltimore,MD,Baltimore Highlands,1,Southeastern,39.296106537,-76.5674890561
1152 021,430 E Biddle St,Baltimore,MD,Johnston Square,12,Eastern,39.3038860626,-76.6096042106
1459 082,1727 N Washington St,Baltimore,MD,Broadway East,12,Eastern,39.31040046,-76.5900263974
1608 016,831 N Montford Ave,Baltimore,MD,Milton - Montford,13,Eastern,39.3005130643,-76.583576546
2411 021,2919 Westwood Ave,Baltimore,MD,Northwest Community Action,7,Southwestern,39.3079149971,-76.6666334542
2303 034,1808 N Smallwood St,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3088860149,-76.6529593948
3085A059,2135 Koko Lane,Baltimore,MD,Panway / Braddish Avenue,7,Western,39.3122822194,-76.6630649176
0123 021,1507 Edmondson Ave,Baltimore,MD,Harlem Park,9,Western,39.2951193543,-76.6416751479
1548 025,1119 Mcdonogh St,Baltimore,MD,Middle East,12,Eastern,39.3038752334,-76.5933710748
3804 047,437 E 20th St,Baltimore,MD,Barclay,12,Eastern,39.3122392113,-76.6097526509
0083 087,817 Appleton St,Baltimore,MD,Midtown - Edmondson,9,Western,39.2982000397,-76.6480981716
0261 033,1720 Mchenry St,Baltimore,MD,New Southwest / Mount Clare,9,Southern,39.2845007828,-76.6444434781
4041 007,632 Cokesbury Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3163532416,-76.6075401039
1636 013,625 N Castle St,Baltimore,MD,Care,13,Eastern,39.297994872,-76.5884244867
2482B043,2907 Arunah Ave,Baltimore,MD,Franklintown Road,9,Southwestern,39.2949685264,-76.6655943747
1517 056,2019 E Hoffman St,Baltimore,MD,Broadway East,13,Eastern,39.3064340691,-76.5895006804
3347D044,2603 Quantico Ave,Baltimore,MD,Greenspring,6,Northern,39.3377294274,-76.661179243
1688 082,218 N Madeira St,Baltimore,MD,Care,13,Southeastern,39.2949351105,-76.5857989757
0260 064,1802 Mchenry St,Baltimore,MD,Carrollton Ridge,9,Southern,39.2844711103,-76.64538014
0129 104,930 Bennett Pl,Baltimore,MD,Harlem Park,9,Western,39.2951499901,-76.6332084477
2483 004,3314 Edmondson Ave,Baltimore,MD,Edgewood,8,Southwestern,39.2943875404,-76.673388478
0128 021,1041 Edmondson Ave,Baltimore,MD,Harlem Park,9,Western,39.2953229427,-76.6354986074
1526 019,1330 N Ellwood Ave,Baltimore,MD,Berea,13,Eastern,39.3070515796,-76.5741027949
3006 007,2778 W North Ave,Baltimore,MD,Walbrook,7,Southwestern,39.3094828642,-76.6632499196
0469 014,829 Edmondson Ave,Baltimore,MD,Upton,11,Central,39.2959028551,-76.6318919446
0050 008,1114 N Fulton Ave,Baltimore,MD,Sandtown - Winchester,9,Western,39.3013086073,-76.6462572434
2306A036,1701 N Warwick Ave,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3079449634,-76.6567889408
0192 085,1910 W Fairmount Ave,Baltimore,MD,Penrose / Fayette Street Outreach,9,Western,39.2890039486,-76.6476556586
3324 004,3606 Park Heights Ave,Baltimore,MD,Park Circle,6,Northwestern,39.3295948128,-76.659525912
0181 011,1521 W Lexington St,Baltimore,MD,Franklin Square,9,Western,39.2904271171,-76.6418829844
3913A001,4001 Wilsby Ave,Baltimore,MD,Pen Lucy,4,Northern,39.3382726491,-76.6042902859
2394 046,1004 N Dukeland St,Baltimore,MD,Mosher,9,Western,39.2998320609,-76.6637560579
3196 016,4632 Reisterstown Road,Baltimore,MD,Lucille Park,6,Northwestern,39.340401641,-76.6725686022
1099A033,1221 E North Ave,Baltimore,MD,Oliver,12,Eastern,39.3115431808,-76.6019371642
4114B040,2620 Aisquith St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3194771157,-76.5964042576
0338 025,555 Laurens St,Baltimore,MD,Upton,11,Central,39.3047772088,-76.634604499
3814 058,420 E 21st St,Baltimore,MD,Barclay,12,Eastern,39.3136822598,-76.6102982381
1538 002,2502 E Biddle St,Baltimore,MD,Berea,13,Eastern,39.3049458504,-76.5824661879
1118 093,1627 Lansing Ave,Baltimore,MD,Oliver,12,Eastern,39.308887312,-76.5957124759
0195 063,22 N Gilmor St,Baltimore,MD,Franklin Square,9,Western,39.2890868342,-76.6426934095
0085 006,811 N Fulton Ave,Baltimore,MD,Harlem Park,9,Western,39.297968616,-76.6454094996
1162 036,1216 N Caroline St,Baltimore,MD,Oliver,12,Eastern,39.3046891108,-76.5984255377
3190A011,4408 Daytona Ave,Baltimore,MD,Towanda - Grantley,6,Northwestern,39.3382690522,-76.6717180952
0064 014,1326 Mosher St,Baltimore,MD,Sandtown - Winchester,9,Western,39.3003514813,-76.6395714743
0313 019,535 Bloom St,Baltimore,MD,Upton,11,Central,39.3071365429,-76.6375096409
0085 015,829 N Fulton Ave,Baltimore,MD,Harlem Park,9,Western,39.2984014252,-76.6453994017
4123 017,1739 Gorsuch Ave,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3201788549,-76.5934069841
1099B002,1220 E Lafayette Ave,Baltimore,MD,Oliver,12,Eastern,39.3106051196,-76.6017460837
3342A013,2461 Shirley Ave,Baltimore,MD,Greenspring,6,Northern,39.3356234721,-76.6587971776
2394 004,2806 Mosher St,Baltimore,MD,Mosher,9,Western,39.2995057634,-76.6638477593
1454 004,2406 E Lafayette Ave,Baltimore,MD,Broadway East,13,Eastern,39.3112614233,-76.5841935139
1459 057,1706 N Castle St,Baltimore,MD,Broadway East,12,Eastern,39.3102322194,-76.5896121661
0023B007,1512 Presstman St,Baltimore,MD,Sandtown - Winchester,7,Western,39.3056376513,-76.6423563399
2175 036,19 S Franklintown Road,Baltimore,MD,Shipley Hill,9,Southwestern,39.2864417778,-76.65823692
0329 006,1810 Mcculloh St,Baltimore,MD,Druid Heights,11,Central,39.3065753222,-76.6332081202
2904 006,3713 Liberty Heights Ave,Baltimore,MD,Forest Park,6,Northwestern,39.3264292195,-76.6803461059
4010L004,2307 Garrett Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3165525677,-76.6008236711
4011B045,2015 Kennedy Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3134141119,-76.6038973252
0339 032,519 Laurens St,Baltimore,MD,Upton,11,Central,39.3053407477,-76.6338693068
1604 052,800 N Castle St,Baltimore,MD,Middle East,13,Eastern,39.2999799142,-76.5890484302
0452 036,843 Harlem Ave,Baltimore,MD,Upton,11,Central,39.2966533765,-76.632286955
0065 015,1228 Mosher St,Baltimore,MD,Sandtown - Winchester,9,Western,39.3003201881,-76.6383979658
0275 090,1807 Mchenry St,Baltimore,MD,Carrollton Ridge,9,Southern,39.28411552,-76.6454344975
4574 005,3810 W Garrison Ave,Baltimore,MD,Langston Hughes,6,Northwestern,39.3437286821,-76.6799769865
0180 003,1605 W Lexington St,Baltimore,MD,Franklin Square,9,Western,39.2904575509,-76.6427574641
0180 044,1606 W Fayette St,Baltimore,MD,Franklin Square,9,Western,39.289818242,-76.6427794401
1672 088,425 N Port St,Baltimore,MD,Mcelderry Park,13,Southeastern,39.2963647147,-76.5826834887
1109 064,1623 E Lafayette Ave,Baltimore,MD,Oliver,12,Eastern,39.3104274355,-76.5958719674
2908 002,3623 Springdale Ave,Baltimore,MD,Forest Park,6,Northwestern,39.3241093834,-76.6795814599
0065 066,1022 N Stockton St,Baltimore,MD,Sandtown - Winchester,9,Western,39.3006328831,-76.6382125061
3003 084,3004 Herbert St,Baltimore,MD,Walbrook,7,Southwestern,39.3097017908,-76.6682120001
7119 059,823 Jack St,Baltimore,MD,Brooklyn,10,Southern,39.2312891915,-76.60016012
2174A009,2436 Frederick Ave,Baltimore,MD,Shipley Hill,9,Southwestern,39.2838908722,-76.6555117944
3172 018,2901 Rockrose Ave,Baltimore,MD,Park Circle,6,Northwestern,39.3287884916,-76.6617178158
1155 087,730 Mura St,Baltimore,MD,Johnston Square,12,Eastern,39.3044638855,-76.6070372121
1132 003,1104 E Hoffman St,Baltimore,MD,Oliver,12,Eastern,39.3062863115,-76.6028642735
8209 002,4212 Groveland Ave,Baltimore,MD,West Arlington,6,Northwestern,39.3410340561,-76.6912349037
0027 026,1703 Presstman St,Baltimore,MD,Sandtown - Winchester,7,Western,39.3051125952,-76.6451968381
2169 062,2702 W Baltimore St,Baltimore,MD,Shipley Hill,9,Southwestern,39.2878588988,-76.6592331703
8328 007,5314 Gwynn Oak Ave,Baltimore,MD,Howard Park,8,Northwestern,39.3289332202,-76.7073776304
4001 024,1910 Homewood Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3121666134,-76.6074989511
0696 007,512 S Smallwood St,Baltimore,MD,Carrollton Ridge,9,Southwestern,39.2815155001,-76.651214575
2206B003,2505 Edmondson Ave,Baltimore,MD,Rosemont Homeowners / Tenants,9,Western,39.2944419865,-76.6565706226
0696 086,2216 Christian St,Baltimore,MD,Carrollton Ridge,9,Southwestern,39.2812321605,-76.6516350437
0304 030,2229 Druid Hill Ave,Baltimore,MD,Druid Heights,7,Central,39.3097128496,-76.6377647639
2349 058,2325 W Lanvale St,Baltimore,MD,Evergreen Lawn,9,Western,39.29677681,-76.6544862707
1651 014,527 N Castle St,Baltimore,MD,Care,13,Eastern,39.2970390989,-76.5883822945
2923 013,3412 Duvall Ave,Baltimore,MD,Hanlon - Longwood,7,Northwestern,39.3205308154,-76.6765903449
4127 031,2636 Harford Road,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3199979117,-76.5923299843
1148 007,1313 N Central Ave,Baltimore,MD,Oliver,12,Eastern,39.3055392442,-76.6002549274
0452 067,830 Edmondson Ave,Baltimore,MD,Upton,11,Central,39.2963297291,-76.631958511
0273 016,330 S Payson St,Baltimore,MD,Carrollton Ridge,9,Southern,39.2834409095,-76.648640163
3239 020,3409 Woodbrook Ave,Baltimore,MD,Parkview / Woodbrook,7,Western,39.3182525929,-76.6504198062
3817 051,2206 Guilford Ave,Baltimore,MD,Barclay,12,Northern,39.3148080435,-76.6128972359
0289 038,427 S Smallwood St,Baltimore,MD,Carrollton Ridge,9,Southwestern,39.2823721762,-76.6508826945
4169 066,2132 E North Ave,Baltimore,MD,South Clifton Park,12,Eastern,39.3126733428,-76.5878334847
1591 026,2450 E Eager St,Baltimore,MD,Milton - Montford,13,Eastern,39.3020093337,-76.5827300372
1145 024,1316 Aisquith St,Baltimore,MD,Oliver,12,Eastern,39.305491834,-76.6024861133
3402 046,1604 Clifton Ave,Baltimore,MD,Penn North,7,Western,39.3123775452,-76.6459007278
4536A044,3337 Avondale Ave,Baltimore,MD,Pimlico Good Neighbors,5,Northwestern,39.3516778694,-76.6796355131
1449 077,1824 N Chester St,Baltimore,MD,Broadway East,12,Eastern,39.3114492422,-76.5888814499
0215 026,1334 Hollins St,Baltimore,MD,Union Square,9,Southern,39.2877352187,-76.6392463135
1536 067,1203 N Bradford St,Baltimore,MD,Broadway East,13,Eastern,39.3050451095,-76.5846218821
4602 052,3702 Manchester Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3431715666,-76.6764495253
3268 028,2305 N Pulaski St,Baltimore,MD,Mondawmin,7,Western,39.3141645957,-76.6512994494
0076 006,911 N Stricker St,Baltimore,MD,Sandtown - Winchester,9,Western,39.2992920498,-76.6412571313
0216 046,19 S Carey St,Baltimore,MD,Hollins Market,9,Southern,39.287908924,-76.6378476088
2406 084,1806 N Dukeland St,Baltimore,MD,Northwest Community Action,7,Southwestern,39.308312947,-76.6639328743
0096 015,728 N Fulton Ave,Baltimore,MD,Harlem Park,9,Western,39.2971247489,-76.6460118533
1157 019,936 E Biddle St,Baltimore,MD,Johnston Square,12,Eastern,39.3041268739,-76.603860056
0050 087,1816 Riggs Ave,Baltimore,MD,Sandtown - Winchester,9,Western,39.3011189847,-76.647079458
2481 039A,2909 Buena Vista St,Baltimore,MD,Franklintown Road,9,Southwestern,39.2955714436,-76.6660942203
3417 052,2556 Mcculloh St,Baltimore,MD,Penn North,7,Western,39.3137212979,-76.6406105809
1668 009,419 N Castle St,Baltimore,MD,Care,13,Eastern,39.2960346642,-76.5883204151
4128 016,1744 Carswell St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3210127887,-76.592487362
1416 009,201 S Central Ave,Baltimore,MD,Washington Hill,12,Southeastern,39.2886448587,-76.5989439245
0708 081,436 S Parrish St,Baltimore,MD,New Southwest / Mount Clare,9,Southern,39.2824259043,-76.6414936522
3952 061,1928 E 28th St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3240819238,-76.588789815
2425 026,1711 N Rosedale St,Baltimore,MD,Rosemont,7,Southwestern,39.3074164865,-76.6689799615
4616 036,4807 Park Heights Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3455924902,-76.6711291236
0233 028,1238 W Lombard St,Baltimore,MD,Hollins Market,9,Southern,39.2867575546,-76.6377870612
1621 061,706 N Duncan St,Baltimore,MD,Middle East,13,Eastern,39.2991249473,-76.5873937218
4276A035,4120 Kenshaw Ave,Baltimore,MD,Reisterstown Station,5,Northwestern,39.354149716,-76.7019343568
0430 047,812 Harlem Ave,Baltimore,MD,Upton,11,Central,39.2971826588,-76.631286455
2919 006,3403 Fairview Ave,Baltimore,MD,Forest Park,7,Northwestern,39.321678602,-76.6750439722
1478 043,1512 N Wolfe St,Baltimore,MD,Broadway East,12,Eastern,39.3079355718,-76.5917179946
2300 044,2116 Westwood Ave,Baltimore,MD,Easterwood,7,Western,39.3088464453,-76.6521063343
2310 015,1728 Thomas Ave,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3081213828,-76.6583612429
0193 086,1832 W Fairmount Ave,Baltimore,MD,Franklin Square,9,Western,39.2890540432,-76.6463632739
1118 095,1631 Lansing Ave,Baltimore,MD,Oliver,12,Eastern,39.3088908324,-76.5956261559
0128 095,1003 Bennett Pl,Baltimore,MD,Harlem Park,9,Western,39.2947423547,-76.6345020945
1688 079,224 N Madeira St,Baltimore,MD,Care,13,Southeastern,39.2950319578,-76.5858057112
4581 006,5010 Denmore Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.346789654,-76.6755057601
4606 015,3330 1/2 Woodland Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3435194801,-76.6731711263
3341 003,3805 Park Heights Ave,Baltimore,MD,Greenspring,6,Northern,39.3323877297,-76.6605747002
0179 017,123 N Fulton Ave,Baltimore,MD,Franklin Square,9,Western,39.2903349206,-76.6450032223
2230G024,6 N Abington Ave,Baltimore,MD,Carroll - South Hilton,9,Southwestern,39.2860555103,-76.6713246529
0387 011,1806 Maryland Ave,Baltimore,MD,Charles North,12,Central,39.3099734052,-76.6182056191
0279 066,304 S Stricker St,Baltimore,MD,New Southwest / Mount Clare,9,Southern,39.2842601662,-76.640968837
0175 023,2145 W Lexington St,Baltimore,MD,Penrose / Fayette Street Outreach,9,Western,39.2902245686,-76.6513543431
1607 084,821 N Bradford St,Baltimore,MD,Milton - Montford,13,Eastern,39.3004622822,-76.5843676844
3422 062,1115 Whitelock St,Baltimore,MD,Reservoir Hill,7,Central,39.3120802474,-76.6382582899
4071 035,2706 Mathews St,Baltimore,MD,Better Waverly,14,Northern,39.3213120721,-76.6080885851
6276 088,3308 E Lombard St,Baltimore,MD,Patterson Park Neighborhood,1,Southeastern,39.2914769911,-76.5699356251
1504 042,2404 E Hoffman St,Baltimore,MD,Broadway East,13,Eastern,39.3070251939,-76.5839819873
4129 011,1630 Gorsuch Ave,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3215513423,-76.5947676153
1534 040,1217 N Chester St,Baltimore,MD,Broadway East,13,Eastern,39.3052435578,-76.5880087535
4526 020,3514 Hayward Ave,Baltimore,MD,Arlington,5,Northwestern,39.3489571786,-76.6808801266
0098 022,716 N Gilmor St,Baltimore,MD,Harlem Park,9,Western,39.297016178,-76.6431338383
0280 097,312 S Norris St,Baltimore,MD,New Southwest / Mount Clare,9,Southern,39.2840178075,-76.6401666427
1116 001,1424 E Federal St,Baltimore,MD,Oliver,12,Eastern,39.3085582937,-76.5989260597
0373 005,1408 Argyle Ave,Baltimore,MD,Upton,11,Central,39.300533838,-76.6331079685
2315 008,1615 Thomas Ave,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3066783162,-76.6577128339
0339 005,1708 Druid Hill Ave,Baltimore,MD,Upton,11,Central,39.3051909517,-76.6328974298
1670 062,2228 Orleans St,Baltimore,MD,Care,13,Eastern,39.2956750929,-76.5855542957
2309 004,1707 Thomas Ave,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3077480888,-76.6577786039
2199H002,118 S Hilton St,Baltimore,MD,Saint Josephs,8,Southwestern,39.284448765,-76.6725169692
1656 049,2514 Jefferson St,Baltimore,MD,Mcelderry Park,13,Southeastern,39.2969389814,-76.5812811946
8221 004,4204 Belvieu Ave,Baltimore,MD,West Arlington,6,Northwestern,39.340005997,-76.6904668353
4004 002,1002 E North Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3119233423,-76.6049694221
1517 036,1318 N Chester St,Baltimore,MD,Broadway East,13,Eastern,39.3060531786,-76.5885521168
3639 043,201 W 27th St,Baltimore,MD,Remington,12,Northern,39.3203465228,-76.6200315809
2310 019,1736 Thomas Ave,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3082712386,-76.6583659438
7472 024,2405 Huron St,Baltimore,MD,Mount Winans,10,Southern,39.2626223892,-76.64268606
4019 009,516 E 21st St,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3137534336,-76.6089435079
0002 059,1810 Appleton St,Baltimore,MD,Easterwood,7,Western,39.309038079,-76.6492388076
4587 040,3045 Spaulding Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3490758037,-76.6730556947
4581 027,5011 Elmer Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3463746921,-76.676896117
3004 022,2946 W North Ave,Baltimore,MD,Walbrook,7,Southwestern,39.3093510775,-76.6670957796
4021C085,2218 Kirk Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3151218107,-76.6055059443
7897 012,2231 Wicomico St,Baltimore,MD,Saint Paul,10,Southern,39.2672173135,-76.6452637121
1473 086,2318 E Federal St,Baltimore,MD,Broadway East,13,Eastern,39.3091164637,-76.5847015447
4613 009A,4925 Palmer Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3478339228,-76.6718611315
2386 029,906 N Dukeland St,Baltimore,MD,Mosher,9,Western,39.2985154583,-76.6631144201
2307A014,2427 W North Ave,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3091987974,-76.6567549456
3817 050,2208 Guilford Ave,Baltimore,MD,Barclay,12,Northern,39.3148562981,-76.612900624
1606 075,820 N Madeira St,Baltimore,MD,Middle East,13,Eastern,39.3004137273,-76.586202682
3827 017,2433 Guilford Ave,Baltimore,MD,Barclay,12,Eastern,39.3173436631,-76.6124104879
0071 036,919 N Payson St,Baltimore,MD,Midtown - Edmondson,9,Western,39.2993760365,-76.6490166375
0107 011,620 N Monroe St,Baltimore,MD,Midtown - Edmondson,9,Western,39.295921085,-76.647621418
0125 017,532 N Carey St,Baltimore,MD,Harlem Park,9,Western,39.2950528895,-76.6387896274
0149 050,322 N Bruce St,Baltimore,MD,Franklin Square,9,Western,39.2925654851,-76.6448635288
3400 089,1603 Clifton Ave,Baltimore,MD,Penn North,7,Western,39.3120427027,-76.6456421477
0147 029,1957 W Mulberry St,Baltimore,MD,Penrose / Fayette Street Outreach,9,Western,39.2926712441,-76.648773937
1101 015,1829 N Caroline St,Baltimore,MD,Oliver,12,Eastern,39.311205649,-76.5981225558
3235 045,2308 Bryant Ave,Baltimore,MD,Parkview / Woodbrook,7,Western,39.3172170521,-76.6485815553
2275C004,126 N Hilton St,Baltimore,MD,Saint Josephs,8,Southwestern,39.2879586091,-76.6727026245
2138 022,463 Brunswick St,Baltimore,MD,Millhill,9,Southwestern,39.2792726611,-76.6590662706
3301 086,3427 Dupont Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3413983929,-76.6716700031
1101 010,1819 N Caroline St,Baltimore,MD,Oliver,12,Eastern,39.3110053352,-76.5981121909
1645 092,605 N Curley St,Baltimore,MD,Ellwood Park / Monument,13,Southeastern,39.2983917382,-76.5756911356
4606 041,4712 Wilern Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3443845795,-76.6735656228
1505 039,2527 E Oliver St,Baltimore,MD,Berea,13,Eastern,39.3077679381,-76.5818898242
0697 008,2144 Wilkens Ave,Baltimore,MD,Carrollton Ridge,9,Southwestern,39.2810554246,-76.6504200633
3210 055,1913 Ridgehill Ave,Baltimore,MD,Mondawmin,7,Western,39.3112572516,-76.648765479
0227 037,1818 W Lombard St,Baltimore,MD,Carrollton Ridge,9,Southern,39.2863929093,-76.6460744113
2201 067,2333 Lauretta Ave,Baltimore,MD,Rosemont Homeowners / Tenants,9,Western,39.2939294132,-76.6541114969
2548 013,102 S Augusta Ave,Baltimore,MD,Irvington,8,Southwestern,39.2848807212,-76.6852016481
0120 030,1815 Edmondson Ave,Baltimore,MD,Harlem Park,9,Western,39.2949461632,-76.646481823
0699 046,1937 Ramsay St,Baltimore,MD,Carrollton Ridge,9,Southern,39.2827847893,-76.6477841862
